,Marital status,Application mode,Application order,Course,Daytime_evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
2118,,1,,9773,1,1,132,11,12,12,90,4,,1,,0,1,0,0,18,1,0,6,6,6,12.66666667,0,0,,,5,14.4,0,7.6,2.6,0.32
2120,1,17,1,9085,1,1,109,1,19,,4,,104.1,1,0,1,0,0,1,21,0,0,6,16,2,13,0,0,6,8,0,0,0,15.5,2.8,-4.06
2121,,1,1,9147,1,1,,,1,38,5,5,122.4,0,0,1,1,0,0,19,0,0,5,10,5,10.875,,0,5,8,4,12.4,0,13.9,-0.3,
2122,1,1,1,9147,1,1,122,1,37,37,9,7,120.6,1,0,0,1,0,1,19,0,0,5,,,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,
2123,,17,3,,1,1,118,1,1,,4,10,112.4,1,0,0,1,0,0,19,,,6,10,5,11.28571429,0,0,6,7,0,0,0,16.2,,-0.92
2124,1,1,1,171,,1,174,1,5,3,3,,,0,0,0,1,,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79
2125,1,43,1,9254,1,1,142,1,38,38,9,9,125.9,0,,0,1,0,1,19,0,,6,0,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74
2126,1,17,2,9500,1,1,131,1,38,,5,7,118.4,1,0,0,1,0,1,20,0,,7,9,6,13.76666667,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92
2127,1,1,3,9500,1,,139,1,18,18,1,1,130.8,1,0,0,0,0,,18,0,0,8,9,6,,,0,8,9,6,12.75833333,1,,-0.8,-3.12
2128,1,1,1,171,1,1,170,1,,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,,,0,0,0,0,0,0,0,11.1,0.6,
2129,1,1,,,1,1,182,1,19,1,,7,156.8,1,0,0,1,0,0,,,0,6,6,6,12.66666667,,0,6,8,6,,0,10.8,1.4,1.74
2131,1,1,1,9238,1,1,142,1,1,37,5,7,128,0,0,0,1,0,1,19,0,0,6,8,6,12.25,0,0,6,8,6,12,0,16.2,0.3,
2132,1,1,2,9147,1,1,119,1,19,37,4,,113.8,1,0,0,1,0,0,20,0,,5,8,3,11.33333333,0,0,5,8,5,,0,7.6,2.6,0.32
2133,1,17,5,9500,1,1,128,1,1,1,,5,120.8,1,0,0,1,0,1,19,0,0,7,9,7,13.50714286,0,0,8,12,8,13.05,0,16.2,0.3,-0.92
2134,1,1,3,9500,1,1,150,1,19,38,1,1,,,0,0,1,,0,18,0,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,,3.7,-1.7
2135,,39,1,9254,1,1,133.1,1,19,1,4,1,101,0,0,1,,0,0,25,0,0,,6,0,0,0,0,6,6,0,,,15.5,2.8,
2136,1,17,5,9070,1,1,,1,37,37,9,9,126.1,1,0,0,0,0,0,18,0,0,6,9,4,11.5,1,0,,6,6,12.16666667,0,7.6,2.6,0.32
2137,1,1,5,9773,1,1,118,1,38,19,9,,113.8,1,0,0,1,0,0,19,0,0,6,7,6,12.33333333,0,0,6,7,6,12.5,0,8.9,1.4,3.51
2138,1,17,2,9556,1,1,122,1,19,38,,,118.3,,0,0,1,0,1,19,0,0,,7,7,11.97142857,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06
2139,1,1,1,9147,1,1,116,1,19,19,,8,127.9,,0,1,,0,1,,0,0,5,12,2,,1,0,,13,2,11.5,0,9.4,-0.8,-3.12
2141,1,17,4,9085,1,1,128,1,38,37,4,9,117.9,1,0,0,1,,,20,,0,5,,2,13.5,0,0,5,12,5,11.28571429,1,10.8,1.4,1.74
2142,1,17,1,9238,1,1,,1,1,1,9,9,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.16666667,,0,6,7,6,13.28571429,0,11.1,,2.02
2143,1,1,2,171,1,1,133.1,1,3,1,2,3,141,,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,,,0,0,12.7,3.7,-1.7
2144,2,39,1,8014,0,12,,1,37,,,9,120,0,0,,,0,0,42,0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,
2146,1,1,1,9070,1,1,150,1,,37,9,6,131.1,0,,0,1,0,,19,0,0,6,7,5,13.4,0,0,6,6,6,12.83333333,,15.5,2.8,-4.06
2147,1,1,6,9254,1,,129,1,38,19,9,,117.8,,0,0,1,0,0,18,0,0,6,11,6,12,0,,6,11,4,,0,8.9,1.4,3.51
2148,1,10,1,9085,1,1,140,1,19,,4,,140,1,0,0,1,0,0,21,0,0,5,,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74
2149,1,1,1,9238,1,1,133.1,1,38,37,5,5,108,0,0,0,1,0,1,20,0,0,6,8,6,12.125,,0,6,7,6,14.42857143,0,16.2,0.3,
2150,1,1,1,9853,1,1,132,1,1,19,3,3,122.9,1,0,0,1,,0,20,0,0,7,7,7,13.85714286,0,0,7,7,7,13.28571429,0,11.1,0.6,2.02
2152,1,1,4,,1,1,137,1,38,37,,7,126,1,0,0,1,0,0,19,0,0,7,9,7,14.28333333,0,0,8,9,8,13.12555556,0,15.5,2.8,-4.06
2153,1,42,1,9238,1,1,133.1,1,1,19,4,9,,0,0,0,1,0,0,21,,10,13,21,11,13.27272727,0,6,11,13,9,13,0,7.6,2.6,0.32
2154,1,1,1,9070,1,1,143,,38,19,151,,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.66666667,0,0,6,,6,15.14285714,0,8.9,1.4,3.51
2155,1,1,1,9500,1,1,148,1,19,19,9,9,,0,0,,1,0,1,19,,,7,10,7,15.115,0,0,8,10,,15.092,0,15.5,2.8,-4.06
2157,1,44,1,9085,1,,160,,37,19,9,10,160,1,0,0,1,0,0,22,0,1,6,13,6,15,0,1,6,7,6,13.14285714,0,,0.3,-0.92
2158,1,1,2,9853,1,1,112,1,3,1,3,5,111,0,0,0,1,0,0,21,,0,6,8,5,13.2,0,0,6,9,5,,0,9.4,,-3.12
2159,1,17,4,9254,1,1,,1,37,37,5,,128.5,1,0,0,1,,1,18,0,0,6,14,2,11,0,0,6,14,3,,0,7.6,,0.32
2160,,,4,9500,1,,142,1,1,3,1,2,133,0,0,0,1,,1,20,0,,8,8,7,14.56571429,0,0,8,,,14.56571429,0,10.8,1.4,1.74
2161,1,17,2,9670,1,1,123,1,34,37,0,0,114.6,1,0,,0,0,0,18,0,0,,8,3,,0,0,5,6,4,10.75,0,7.6,2.6,0.32
2162,1,17,1,9238,1,1,103,1,19,37,,9,104.1,0,0,0,1,0,0,20,0,0,6,6,,0,0,0,5,5,0,0,0,,1.4,3.51
2163,1,,4,9500,1,1,140,1,1,1,3,3,127.6,1,0,0,1,0,,,0,0,7,,6,13.79666667,0,0,8,11,7,13.775,0,12.4,0.5,1.79
2164,1,,2,,1,1,159,1,1,1,3,3,151,,0,0,,0,0,18,0,0,6,6,6,14.83333333,0,0,6,6,,15.33333333,0,,3.7,-1.7
2165,1,44,1,9238,1,39,140,,,1,9,3,135.7,1,0,0,1,0,0,20,0,3,,6,6,12.83333333,0,2,6,,6,13.83333333,0,12.4,0.5,1.79
2166,,17,,9500,1,1,148,1,38,37,5,9,137.8,1,0,0,1,0,,18,0,0,,8,7,14.96285714,0,0,,8,7,14.96285714,0,10.8,,1.74
2167,1,1,6,9147,1,1,112,1,38,38,9,9,,1,0,0,1,0,0,20,0,0,5,8,4,12,0,0,5,8,5,11.2,0,11.1,0.6,2.02
2168,1,18,2,9500,1,1,131,1,1,3,3,2,121.2,1,0,0,1,0,0,18,0,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92
2169,1,17,1,9670,1,1,145,1,3,3,2,1,129.3,,0,0,1,0,0,20,0,0,6,7,6,15.57142857,0,0,6,6,6,17.16666667,0,16.2,0.3,-0.92
2170,1,1,5,9500,1,1,133.1,1,1,1,5,8,123,1,0,0,1,0,0,19,0,0,8,8,,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7
2171,1,44,1,9085,,,140,1,1,19,4,4,140,0,0,0,1,0,0,21,0,2,6,9,6,13.14285714,0,0,6,9,6,12.16666667,0,,,
2172,2,7,1,9070,1,43,140,1,37,1,9,7,140,0,0,0,1,,0,,0,,6,7,6,15,0,0,6,8,3,11,0,11.1,0.6,2.02
2173,1,1,1,9085,1,1,150,1,12,2,4,2,144.6,0,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,
2174,1,43,,9238,,1,120,1,1,38,4,3,118.3,0,0,0,1,0,1,20,0,8,11,12,11,12,0,6,11,14,11,12.75,0,13.9,-0.3,0.79
2175,,1,1,171,1,1,,1,19,,9,1,,1,0,0,1,0,,18,0,,0,0,0,0,0,0,0,0,0,0,0,9.4,,-3.12
2176,1,1,4,9070,,1,167,,1,1,7,3,158.3,1,0,0,,0,0,18,,0,6,6,6,15.16666667,0,0,,6,6,14.16666667,0,15.5,2.8,-4.06
2177,1,43,1,8014,0,6,,1,34,34,0,,100,0,0,,1,0,0,29,0,1,,,,12,0,1,6,13,2,10.5,0,,2.6,0.32
2178,1,17,1,9500,1,1,147,1,1,1,5,5,134.9,0,1,,1,0,0,18,0,0,7,7,7,13.64285714,0,0,8,11,8,,0,16.2,0.3,-0.92
2179,1,1,3,9773,,1,129,1,38,37,,5,142,,0,0,1,,0,19,0,0,6,,6,12.66666667,0,0,6,7,6,12.71428571,0,9.4,-0.8,-3.12
2180,1,17,1,171,1,1,136,1,38,38,7,7,127.3,1,0,0,1,0,0,19,0,,0,0,0,0,0,0,0,0,0,0,0,,2.8,
2181,1,17,1,9238,1,1,128,1,19,19,5,4,116.5,0,0,0,1,0,,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,,0.5,1.79
2182,1,43,1,9500,,1,140,1,19,19,7,7,138.6,0,0,0,,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.06363636,0,16.2,0.3,-0.92
2183,1,42,,9853,1,1,141,1,37,,9,3,133,0,,0,1,0,0,20,0,,14,22,12,12.15384615,0,5,12,18,10,12.9,0,10.8,1.4,1.74
2185,1,17,1,9254,1,1,125,1,19,,7,5,118,1,0,0,1,0,1,19,0,0,,10,4,12.25,0,0,6,9,3,12.33333333,0,9.4,-0.8,-3.12
2187,1,1,6,9500,1,1,140,1,19,,5,7,128.5,1,0,0,1,0,1,18,,0,8,,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12
2188,1,17,1,,1,1,140,1,3,1,2,3,,0,0,0,,0,1,19,0,0,6,15,6,11.33333333,0,0,6,9,3,12.66666667,0,9.4,-0.8,-3.12
2189,1,17,4,9773,1,1,137,1,1,1,,5,125.8,0,0,1,1,1,0,,0,,6,7,5,12.2,0,0,6,6,6,12.33333333,0,12.7,3.7,-1.7
2191,1,1,,9500,1,1,138,1,4,19,2,3,,1,0,0,1,1,0,,0,,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92
2192,1,39,1,9003,1,1,130,1,3,1,,4,154.9,0,0,1,0,1,0,35,0,0,6,,5,16.16666667,0,0,6,10,,16,0,8.9,1.4,3.51
2194,1,1,1,171,,1,136,1,37,19,5,8,129,1,0,0,,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,
2198,1,1,3,9147,,1,136,1,38,38,9,9,,1,0,0,1,1,0,19,0,0,5,,3,11,0,0,5,7,2,10,0,12.7,3.7,-1.7
2199,,39,2,,1,1,133.1,1,1,1,9,,100.5,0,0,0,1,1,0,24,,0,7,18,0,0,0,0,7,13,0,0,1,11.1,0.6,
2200,1,39,1,8014,0,1,140,1,37,37,9,7,122,1,0,1,,1,0,29,0,0,6,11,4,12.5,,0,,7,0,0,0,12.4,0.5,1.79
2201,1,39,1,9500,1,1,150,1,38,3,9,1,140,0,0,0,,1,0,24,0,0,7,11,7,,0,0,8,22,2,12.6,0,15.5,2.8,-4.06
2202,,17,2,9254,1,1,121,1,19,38,6,6,116.1,1,,0,1,1,,19,0,0,6,8,5,11.2,,0,6,11,4,12.5,0,15.5,2.8,-4.06
2203,2,7,1,171,1,3,120,1,,19,,9,130,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32
2204,1,,2,9070,1,,143,1,1,1,4,10,146.2,1,0,,1,1,0,,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,
2206,1,1,5,9147,1,1,132,1,,39,3,3,127.8,1,0,0,0,1,0,18,0,0,5,0,0,,0,0,5,0,,0,0,11.1,0.6,2.02
2209,1,1,5,9773,1,1,131,1,1,38,9,,,1,0,,0,1,0,18,0,0,6,6,0,0,,0,6,,0,0,0,11.1,0.6,2.02
2210,1,1,3,9500,1,1,149,1,,1,4,4,129.3,1,0,0,1,1,0,18,0,0,8,,7,,0,0,8,8,7,13.1,0,12.7,3.7,
2211,1,1,1,9070,1,1,124,1,37,37,9,9,125.4,1,0,0,1,1,0,19,0,,,6,6,13.5,0,0,6,6,6,,0,9.4,-0.8,-3.12
2213,1,1,1,9238,1,,140,,19,38,9,9,132,0,0,0,1,1,0,,0,,6,10,5,11.57142857,,0,6,10,,13,0,16.2,0.3,-0.92
2214,1,44,1,9003,1,39,170,1,19,19,9,7,,1,0,1,1,1,0,21,0,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79
2216,1,18,2,9556,1,1,126,1,,3,2,2,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.43333333,0,,7,10,4,13.6,0,8.9,1.4,3.51
2217,1,16,2,9147,1,1,129,,19,19,4,9,127.6,1,0,,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,,11,0,10.8,1.4,1.74
2218,1,7,1,9773,1,43,,1,,1,4,8,140,0,0,0,1,1,0,25,0,0,6,6,6,14.66666667,0,0,6,,6,,0,11.1,,2.02
2219,1,1,1,9070,1,1,130,1,37,1,9,8,120.2,,,0,,1,0,22,,0,,9,6,,0,0,6,12,6,14.66666667,,12.7,3.7,
2220,1,39,1,,1,1,130,1,1,1,4,9,150,0,0,0,1,1,0,24,0,0,,,7,12.74285714,0,,8,8,7,12.74285714,0,12.7,3.7,-1.7
2221,1,1,2,9500,1,1,99,1,1,3,5,10,100,1,,0,1,1,0,19,,0,7,,7,11.975,0,0,8,9,7,13.12857143,0,13.9,-0.3,0.79
2223,1,17,1,171,1,1,129,,38,37,,6,128,0,0,0,0,1,0,20,0,0,0,0,0,0,0,,,,0,0,0,,-0.8,-3.12
2224,1,1,2,9500,,1,132,1,19,19,9,,128,1,0,0,1,1,1,19,0,0,8,,7,14.93571429,0,0,8,8,7,14.93571429,0,10.8,1.4,1.74
2225,1,43,3,9254,1,1,110,1,37,37,9,9,107.2,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,0,6,15,,10,0,7.6,2.6,0.32
2226,1,1,1,9670,1,1,116,1,3,3,3,,110.1,1,0,,1,1,0,19,0,0,6,9,5,13.33333333,,0,,6,5,13,0,12.4,0.5,
2227,1,43,1,9003,1,1,,1,37,37,9,6,119,0,0,1,1,1,0,23,0,0,6,6,0,0,0,0,6,,0,0,0,15.5,2.8,-4.06
2228,2,39,1,9773,,,120,1,,38,9,3,155.5,0,0,0,,1,0,47,0,0,6,12,5,13.8,0,0,,13,4,14,0,12.7,3.7,-1.7
2229,1,1,1,9070,1,1,117,1,1,1,3,9,118.4,0,,0,1,,0,19,0,0,6,6,6,,0,0,6,8,4,10.75,2,16.2,0.3,-0.92
2230,1,1,4,171,1,1,137,1,1,38,4,8,,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02
2231,1,1,1,171,1,1,124,1,3,3,2,2,,1,0,,1,1,0,18,0,0,0,0,0,0,,0,0,0,0,0,0,16.2,0.3,-0.92
2232,1,43,1,9147,1,1,151,1,1,,1,1,111,0,0,0,1,,0,28,0,0,5,,2,10,0,0,5,9,0,0,0,15.5,,-4.06
2233,1,43,,9254,1,6,138.6,1,34,34,0,0,138.6,1,0,0,1,1,,20,0,0,6,10,4,11.5,,,6,11,3,11.66666667,,7.6,2.6,0.32
2235,1,,1,171,1,1,136,1,19,19,4,8,150.4,1,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79
2237,1,39,1,9254,1,19,133.1,1,38,37,4,5,102.5,0,0,1,0,,0,24,0,0,6,7,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92
2240,1,39,1,9254,1,1,150,1,3,1,3,4,122.3,,0,0,1,1,0,28,0,0,6,10,6,13,0,0,,8,5,12.2,0,13.9,-0.3,0.79
2243,1,17,4,9500,1,1,133,1,38,37,5,7,,1,0,0,1,,1,18,0,,7,7,7,13.46285714,0,0,8,8,8,,0,11.1,0.6,2.02
2244,1,39,1,9254,1,19,133.1,1,37,37,90,90,,0,0,0,1,1,0,48,0,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32
2245,1,17,4,9238,1,1,129,1,37,37,9,8,117.1,1,,0,1,1,0,21,0,0,6,6,6,12.33333333,,,6,7,6,13.66666667,0,8.9,1.4,3.51
2248,1,,1,9119,1,1,130,1,37,12,9,8,129.4,1,0,1,0,1,0,23,0,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79
2249,1,1,1,9130,1,1,141,1,1,1,4,10,138.9,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74
2250,1,44,1,9238,1,39,140,1,1,1,4,3,138.6,0,0,0,,,0,22,0,3,6,7,6,12.33333333,0,2,6,6,2,14,0,13.9,-0.3,0.79
2251,1,16,1,171,1,1,122,1,19,,9,7,133.9,1,0,,,1,0,25,0,9,13,16,10,11.45454545,0,5,11,13,7,12.25,0,12.4,0.5,1.79
2252,1,7,,9085,1,40,140,1,5,3,2,2,140,0,,1,1,1,0,27,0,8,,,8,13.5,2,5,11,12,5,14.4,0,11.1,,2.02
2253,1,39,1,9119,1,12,133.1,1,34,34,0,0,95.1,,,0,0,1,0,49,0,0,5,5,0,0,,0,5,6,0,0,0,10.8,1.4,1.74
2254,1,39,1,9991,0,1,120,,19,37,5,,128.2,0,0,,0,,0,31,0,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7
2255,1,39,1,9254,1,1,133.1,1,37,,9,6,121.5,0,0,,1,1,0,54,0,0,6,9,6,13.71428571,0,,6,13,5,14.33333333,,16.2,0.3,-0.92
2256,1,7,1,33,1,,120,1,38,,5,6,,,0,1,0,1,0,25,0,18,21,26,21,12.36363636,0,12,16,21,12,12.25,1,11.1,0.6,2.02
2258,1,7,1,9070,1,3,120,1,4,4,,2,120,0,0,,1,1,0,28,0,,6,9,2,12,0,0,,10,3,12.66666667,0,12.7,3.7,-1.7
2259,2,39,1,,0,19,133.1,,37,37,9,6,107,0,0,0,,1,0,41,0,1,7,7,7,12.85714286,0,0,6,6,6,13.16666667,0,12.7,3.7,-1.7
2261,1,43,1,9147,1,1,123,1,1,1,4,4,,0,,0,1,1,0,22,0,0,5,6,0,0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06
2262,,1,1,9254,1,1,178,1,2,1,2,3,,0,0,,,1,0,34,0,0,6,13,2,13.5,,0,,6,0,0,0,15.5,2.8,
2263,1,39,1,,1,1,130,1,38,38,9,9,,0,0,1,,1,0,28,0,5,11,14,11,15.09090909,0,5,10,11,10,15,0,11.1,,2.02
2266,1,7,1,9003,1,3,140,1,39,39,9,4,140,0,0,0,1,1,0,50,0,,6,8,2,13.5,0,1,6,9,1,13,0,15.5,2.8,-4.06
2267,1,1,4,9147,1,1,108,1,3,1,3,4,109.1,1,0,0,1,1,0,19,0,0,5,,0,0,0,0,5,5,0,0,0,12.4,0.5,1.79
2268,,43,1,9500,1,1,120,1,3,4,2,4,120.6,0,0,0,1,1,,18,,,7,12,4,12.65,0,0,7,10,,10.66666667,0,16.2,0.3,-0.92
2269,2,39,1,9991,0,1,100,,37,37,1,1,161.9,0,0,0,1,1,0,,0,0,5,7,,0,0,0,5,7,0,,0,16.2,0.3,-0.92
2270,2,7,1,9991,0,,140,1,34,34,99,,140,1,0,0,0,1,0,33,0,0,5,5,0,,0,0,5,,0,0,0,7.6,2.6,0.32
2271,1,17,2,9070,1,1,133.1,1,37,38,9,10,178,1,0,0,1,1,1,23,0,0,6,8,6,13.33333333,0,0,6,7,5,12.8,0,9.4,,-3.12
2272,2,39,1,,0,19,133.1,1,37,1,5,,138.3,0,0,0,1,1,0,,0,,5,9,3,11.33333333,0,,5,8,5,11.14285714,0,13.9,-0.3,0.79
2273,2,1,4,8014,0,1,140,1,34,34,0,0,,1,0,0,1,1,0,37,0,0,6,0,0,0,0,,6,0,0,0,0,9.4,,-3.12
2274,2,39,1,171,1,,100,1,37,37,9,9,139,,0,,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74
2275,1,1,2,9991,0,1,123,1,1,3,4,2,113.2,0,0,0,0,1,0,22,0,0,5,7,3,11.66666667,0,0,5,8,2,10.5,2,7.6,2.6,0.32
2276,,39,1,8014,0,,133.1,1,37,37,6,6,139,0,0,0,1,1,0,49,0,0,6,8,6,12.16666667,,0,6,8,6,14.42857143,,12.4,0.5,
2277,1,51,1,9773,1,,135,1,1,42,,3,110,1,0,0,1,1,0,23,0,0,6,7,6,,,0,6,6,4,12.75,0,11.1,0.6,2.02
2279,2,,1,8014,0,1,120,,37,,,5,161.1,0,0,0,1,1,0,47,0,0,6,9,6,12.14285714,0,0,,,0,0,0,16.2,0.3,
2280,1,43,1,9003,,1,130,1,1,2,4,2,130,0,0,0,1,,,28,0,9,18,36,17,13.05882353,1,6,12,15,12,12.30769231,0,15.5,2.8,-4.06
2282,1,1,,9254,1,1,133.1,1,38,1,9,9,121,0,0,1,0,1,0,21,0,0,6,9,5,11.83333333,0,0,6,8,5,10,,8.9,1.4,3.51
2283,1,43,1,9238,1,39,120,1,2,1,,2,118.6,0,0,0,1,1,0,,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,,-0.3,0.79
2285,2,42,1,9147,1,1,,,37,37,9,9,,0,0,0,0,1,0,49,0,0,,5,0,0,0,0,5,9,0,,0,10.8,1.4,1.74
2286,1,39,1,9991,0,1,,1,19,37,6,8,160,0,0,,1,1,0,40,0,0,5,5,5,11,0,0,5,5,5,13.4,0,15.5,,-4.06
2287,1,17,1,,1,1,125,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,0,6,8,,13.625,0,0,6,8,,14.42857143,0,11.1,,2.02
2289,1,39,,9991,,1,133.1,1,3,38,2,7,121.7,0,0,,1,1,0,31,0,0,5,5,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79
2290,1,42,1,9119,,1,120,1,5,,2,2,115,0,0,0,,1,0,30,0,1,6,,2,15,0,1,6,7,2,13.5,0,15.5,2.8,
2291,1,1,1,9238,1,1,127,1,37,,5,10,125.3,,0,,1,1,0,,0,0,6,9,5,10.8,0,0,6,11,5,,0,7.6,2.6,0.32
2292,1,18,1,9147,1,1,131,1,34,34,90,90,131,0,0,0,,1,0,22,,,5,11,,13.66666667,,0,5,10,3,11.33333333,0,9.4,-0.8,-3.12
2293,1,1,1,9773,1,1,127,1,19,37,9,9,126.3,0,0,0,1,1,0,19,0,,6,8,6,12.83333333,0,0,6,8,6,13.33333333,0,15.5,2.8,-4.06
2294,1,17,1,171,1,1,132,1,1,37,4,9,127.1,,0,0,0,,0,21,0,0,,0,0,0,0,,0,0,,0,0,7.6,2.6,0.32
2295,1,17,3,9670,,1,137,1,1,,4,7,138.4,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,,7,,13.42857143,0,11.1,0.6,2.02
2296,1,43,2,9147,1,1,126,1,,19,3,3,100,1,0,0,1,1,0,22,0,0,5,11,0,0,0,0,5,7,1,10,1,16.2,0.3,-0.92
2297,1,1,1,,1,1,136,1,4,5,,2,126.2,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11,0,10.8,1.4,
2298,1,1,1,9238,,1,,1,1,1,4,4,118.8,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11,0,9.4,-0.8,-3.12
2299,1,39,1,,1,39,137,1,1,1,5,10,124.5,0,0,0,0,1,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92
2304,1,,1,9147,1,1,133.1,1,1,19,,8,95,0,0,0,1,1,,20,,0,5,14,0,0,0,0,5,5,0,0,0,,0.6,2.02
2306,1,7,1,9130,1,3,140,1,,38,2,3,140,1,0,0,0,1,0,18,0,2,5,7,2,13,0,0,,5,0,0,0,12.7,3.7,-1.7
2307,4,43,2,,0,38,133.1,1,3,,,9,125.4,0,0,0,1,1,,,0,0,2,5,0,0,0,0,4,4,0,0,0,10.8,1.4,1.74
2308,1,1,1,9500,,1,,1,19,1,90,,128,,0,0,1,1,0,,0,0,8,8,0,0,,0,8,8,0,0,3,10.8,,1.74
2309,1,17,3,9119,1,1,130,1,1,,3,3,,0,0,0,1,1,1,,,0,,5,5,13,0,0,5,5,5,,0,8.9,,3.51
2310,,1,1,,1,1,160,1,19,38,9,9,,0,0,0,,1,1,19,0,0,6,7,6,13.85714286,0,0,6,6,6,14,0,13.9,-0.3,0.79
2311,1,,,9500,1,1,140,1,1,19,9,9,128.8,,0,0,1,1,0,18,0,0,7,7,6,13.39166667,0,0,8,8,8,12.4875,,12.4,0.5,1.79
2312,1,1,1,9147,1,1,150,1,34,19,0,4,152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0,0,7.6,,0.32
2313,1,44,1,9130,1,39,150,1,37,,,6,150,1,0,0,1,,0,22,,0,5,7,4,14.5,0,0,5,5,,14.6,,10.8,1.4,1.74
2314,1,,1,9238,1,1,133.1,1,1,1,3,4,112,0,0,0,1,1,0,19,0,0,,7,6,12.16666667,0,0,,6,6,12.16666667,0,12.4,0.5,1.79
2315,1,1,1,9130,1,,152,1,19,37,9,8,135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,,5,5,5,15.6,,12.7,,-1.7
2316,1,39,1,9119,1,19,133.1,1,1,1,4,3,134.4,0,0,1,0,1,0,31,0,0,5,9,2,13.33333333,0,0,5,9,2,16,4,16.2,0.3,-0.92
2317,,39,1,9991,0,1,130,1,3,1,3,3,120.5,0,0,0,1,1,0,28,0,,5,,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7
2318,1,1,1,9070,1,1,148,1,1,1,4,,141.4,0,0,0,,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,,15.5,2.8,-4.06
2319,1,17,1,9254,1,1,148,1,1,1,4,8,145.2,0,0,0,,1,,20,0,0,6,7,6,,0,0,6,8,6,14.71428571,0,16.2,0.3,-0.92
2320,4,39,1,9238,1,1,130,1,19,3,,,140,0,,0,1,1,0,50,0,0,6,7,4,12.25,,0,,7,0,0,0,8.9,1.4,3.51
2322,2,39,1,9991,0,1,130,1,37,37,9,9,140,1,0,0,1,1,0,31,0,0,5,,1,11,0,0,5,,1,,0,,-0.8,-3.12
